gene_id	ko	assignment	score_type	threshold	bit_score	e_value	domain_bit_score	domain_e_value	definition
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1163254_6	K07733	rescued	domain	32.77	27.8	4.4e-07	27.8	4.4e-07	prophage regulatory protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1163254_7	K01423	threshold	full	174.5	223.8	1.1e-66	223.5	1.4e-66	beta-barrel assembly-enhancing protease [EC:3.4.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1163254_8	K28280	threshold	full	49.73	53.0	6.9e-15	53.0	6.9e-15	antitoxin VapB22
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1163254_9	K28141	rescued	full	63.8	54.0	3.6e-15	53.3	5.9e-15	ribonuclease VapC1/3/9/12 [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1165074_6	K03723	threshold	full	561.03	684.0	1.1e-205	683.7	1.3e-205	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1171056_2	K01990	threshold	domain	264.63	344.8	1.8e-103	344.6	2.1e-103	ABC-2 type transport system ATP-binding protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1171056_3	K01992	threshold	domain	20.5	27.5	3e-07	27.2	3.7e-07	ABC-2 type transport system permease protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1171056_4	K07152	threshold	domain	61.9	125.4	5.9e-37	125.3	6.5e-37	protein SCO1
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1173530_1	K03307	threshold	domain	264.1	268.3	2.1e-80	268.1	2.5e-80	solute:Na+ symporter, SSS family
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1173530_2	K09764	threshold	full	36.1	90.2	2.7e-26	90.2	2.8e-26	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1173530_4	K02834	threshold	domain	26.8	86.2	4.1e-25	86.2	4.1e-25	ribosome-binding factor A
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_1	K02337	threshold	full	914.37	952.4	7.5e-287	952.1	9.1e-287	DNA polymerase III subunit alpha [EC:2.7.7.7]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_11	K09774	threshold	full	54.6	97.0	2.4e-28	41.3	2.4e-11	lipopolysaccharide export system protein LptA
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_14	K06861	threshold	domain	275.37	425.5	5.2e-128	425.4	5.8e-128	lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_15	K03092	rescued	domain	45.47	42.8	5.1e-12	42.8	5.1e-12	RNA polymerase sigma-54 factor
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_2	K03666	threshold	domain	22.1	40.4	3.9e-11	40.4	4e-11	host factor-I protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_3	K01092	threshold	full	209.83	334.1	3.1e-100	334.1	3.1e-100	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_5	K05524	rescued	domain	116.5	110.5	1.9e-32	110.3	2.2e-32	ferredoxin
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_7	K03584	threshold	full	24.9	155.0	5.6e-46	154.8	6.1e-46	DNA repair protein RecO (recombination protein O)
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_8	K01878	rescued	domain	491.67	462.1	3.7e-139	461.8	4.5e-139	glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_9	K01879	threshold	full	641.33	701.0	3.1e-211	700.9	3.5e-211	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1181446_1	K10914	rescued	domain	148.8	132.5	5e-39	132.4	5.3e-39	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1181446_4	K03495	threshold	full	400.83	914.5	9.5e-276	913.5	2e-275	tRNA uridine 5-carboxymethylaminomethyl modification enzyme
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1181446_6	K07451	rescued	domain	43.0	41.0	2.3e-11	41.0	2.3e-11	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1181446_7	K02242	threshold	full	64.3	120.5	1.3e-35	120.3	1.5e-35	competence protein ComFC
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_10	K27802	threshold	domain	1451.87	1564.7	0.0	1564.4	0.0	aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_13	K00873	threshold	full	161.07	628.8	2.8e-189	628.4	3.7e-189	pyruvate kinase [EC:2.7.1.40]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_14	K07058	threshold	domain	40.4	153.1	2.3e-45	152.7	2.9e-45	membrane protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_18	K06980	rescued	domain	202.63	180.3	1.3e-53	179.5	2.4e-53	tRNA-modifying protein YgfZ
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_20	K06167	threshold	full	154.2	335.3	6e-101	335.0	7.2e-101	phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_21	K11753	threshold	full	161.2	334.2	2.2e-100	334.0	2.6e-100	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_23	K18843	threshold	full	43.73	45.4	1e-12	45.2	1.2e-12	antitoxin HicB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_26	K05366	rescued	full	617.57	611.6	3.6e-184	611.4	4.3e-184	penicillin-binding protein 1A [EC:2.4.99.28 3.4.16.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_3	K03832	threshold	domain	33.93	41.7	2.1e-11	41.4	2.8e-11	periplasmic protein TonB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_4	K19092	threshold	domain	29.5	65.9	8.6e-19	65.8	8.9e-19	toxin ParE1/3/4
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_5	K07746	threshold	domain	32.87	72.9	7e-21	72.8	7.4e-21	antitoxin ParD1/3/4
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_7	K28023	rescued	full	317.63	300.5	5.1e-90	300.2	6.4e-90	MFS transporter, Pht family, lysosomal dipeptide transporter
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_8	K01975	threshold	full	64.23	151.9	4e-45	151.8	4.5e-45	RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_9	K00641	threshold	domain	83.83	226.4	1e-67	226.1	1.2e-67	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1188064_1	K13051	threshold	full	282.53	428.5	6e-129	428.3	7e-129	L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1188064_10	K00604	threshold	domain	267.13	363.2	4.1e-109	362.9	5e-109	methionyl-tRNA formyltransferase [EC:2.1.2.9]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1188064_11	K03500	threshold	full	295.6	408.4	1.7e-122	408.3	1.9e-122	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1188064_14	K13283	threshold	full	211.17	287.8	1.4e-86	240.5	3.3e-72	ferrous-iron efflux pump FieF
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1188064_15	K03183	threshold	domain	254.6	267.5	3.5e-80	267.4	3.8e-80	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1188064_2	K03698	threshold	full	134.9	384.4	1.7e-115	384.2	1.9e-115	3'-5' exoribonuclease [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1188064_4	K07726	threshold	domain	43.23	71.6	1.8e-20	71.6	1.8e-20	putative transcriptional regulator
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1188064_5	K07063	threshold	full	42.73	119.8	2.2e-35	119.7	2.4e-35	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1188064_8	K01736	threshold	full	190.27	436.6	3.2e-131	436.4	3.7e-131	chorismate synthase [EC:4.2.3.5]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1188064_9	K01462	threshold	domain	70.9	217.2	5.3e-65	216.9	6.1e-65	peptide deformylase [EC:3.5.1.88]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1195001_1	K01206	threshold	full	47.8	296.4	7.7e-89	296.1	9.2e-89	alpha-L-fucosidase [EC:3.2.1.51]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1195001_4	K21000	rescued	domain	153.57	127.9	9.4e-38	127.5	1.2e-37	polysaccharide biosynthesis protein PslG
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1195001_9	K01209	threshold	domain	88.8	99.0	5.3e-29	98.5	7.8e-29	alpha-L-arabinofuranosidase [EC:3.2.1.55]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1197882_2	K02413	rescued	domain	37.97	37.4	4e-10	37.2	4.4e-10	flagellar protein FliJ
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1197882_4	K02389	threshold	domain	42.63	76.8	5e-22	76.5	6.1e-22	flagellar basal-body rod modification protein FlgD
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1197882_5	K02390	threshold	domain	182.17	368.6	1.2e-110	367.2	3.2e-110	flagellar hook protein FlgE
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1197882_7	K04564	threshold	full	39.13	289.3	6e-87	289.1	6.8e-87	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1207070_1	K03657	threshold	domain	297.7	742.5	1.3e-223	735.7	1.5e-221	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_120966_1	K01626	threshold	full	34.8	256.4	1.3e-76	256.3	1.5e-76	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_120966_10	K19265	threshold	full	305.13	608.2	2e-183	608.1	2.1e-183	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_120966_12	K08217	threshold	full	247.7	275.0	1.5e-82	274.6	1.9e-82	MFS transporter, DHA3 family, macrolide efflux protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_120966_14	K07141	threshold	full	101.67	110.7	1.4e-32	110.7	1.4e-32	molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_120966_3	K03077	threshold	domain	238.67	300.2	3.1e-90	300.0	3.4e-90	L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_120966_4	K00853	threshold	domain	397.53	576.2	2e-173	575.8	2.6e-173	L-ribulokinase [EC:2.7.1.16]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_120966_8	K07075	threshold	domain	55.67	83.0	6.2e-24	82.9	6.3e-24	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_120966_9	K00014	threshold	domain	274.67	317.7	1.7e-95	317.4	2.2e-95	shikimate dehydrogenase [EC:1.1.1.25]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_120966_9	K13832	threshold	full	367.03	516.9	1.5e-155	516.5	2e-155	3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1226356_1	K00088	threshold	full	360.53	577.6	6.7e-174	570.5	9.6e-172	IMP dehydrogenase [EC:1.1.1.205]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1226356_2	K02902	threshold	domain	19.1	60.3	4.1e-17	60.2	4.6e-17	large subunit ribosomal protein L28
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1236606_2	K00874	threshold	full	240.57	303.3	7.1e-91	303.1	7.8e-91	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1236606_3	K01625	threshold	full	194.47	252.5	1.3e-75	252.3	1.5e-75	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1236606_5	K06041	threshold	domain	168.2	438.1	5.9e-132	437.9	6.9e-132	arabinose-5-phosphate isomerase [EC:5.3.1.13]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1236606_6	K02199	threshold	domain	121.27	131.3	7e-39	130.9	8.9e-39	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1236606_8	K03929	rescued	domain	481.2	451.0	1.8e-135	450.6	2.4e-135	para-nitrobenzyl esterase [EC:3.1.1.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_124654_10	K09769	threshold	full	142.43	367.2	1e-110	367.0	1.1e-110	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_124654_4	K02110	threshold	domain	67.87	69.7	4.3e-20	69.5	4.9e-20	F-type H+-transporting ATPase subunit c
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_124654_5	K02108	threshold	full	157.5	193.6	8e-58	193.3	9.5e-58	F-type H+-transporting ATPase subunit a
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_124654_9	K04567	threshold	full	332.07	746.2	9.2e-225	745.9	1.1e-224	lysyl-tRNA synthetase, class II [EC:6.1.1.6]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1248276_4	K01195	threshold	full	393.77	498.4	5.6e-150	498.0	7.1e-150	beta-glucuronidase [EC:3.2.1.31]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_12	K01187	rescued	domain	314.3	300.0	7.6e-90	299.7	9.7e-90	alpha-glucosidase [EC:3.2.1.20]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_14	K02081	threshold	domain	294.03	334.8	6.1e-101	334.7	6.7e-101	DeoR family transcriptional regulator, aga operon transcriptional repressor
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_14	K03436	threshold	full	284.9	312.1	5.6e-94	312.0	6.2e-94	DeoR family transcriptional regulator, fructose operon transcriptional repressor
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_2	K07171	threshold	full	24.03	90.5	2.3e-26	90.4	2.5e-26	mRNA interferase MazF [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_2	K18841	threshold	full	119.3	164.6	1.2e-49	164.4	1.4e-49	mRNA interferase ChpB [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_21	K01772	threshold	full	56.77	274.8	2.1e-82	274.6	2.4e-82	protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_22	K01599	threshold	full	185.9	310.9	3.7e-93	310.8	4.1e-93	uroporphyrinogen decarboxylase [EC:4.1.1.37]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_3	K18842	threshold	full	72.1	106.5	2.6e-31	106.4	2.8e-31	antitoxin ChpS
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_4	K03565	threshold	full	38.27	108.3	1e-31	108.1	1.1e-31	regulatory protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_5	K02004	threshold	full	50.23	123.1	1.7e-36	121.1	6.6e-36	putative ABC transport system permease protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_7	K02004	threshold	full	50.23	115.4	3.7e-34	109.9	1.7e-32	putative ABC transport system permease protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_8	K08676	threshold	full	509.6	1043.0	0.0	1042.6	0.0	tricorn protease [EC:3.4.21.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_9	K01520	threshold	full	53.0	116.3	3.2e-34	116.2	3.5e-34	dUTP diphosphatase [EC:3.6.1.23]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127176_10	K09888	threshold	domain	22.3	79.4	4.7e-23	79.3	5.1e-23	cell division protein ZapA
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127176_12	K01890	threshold	full	128.93	494.3	1.4e-148	494.1	1.6e-148	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127176_3	K07038	threshold	full	25.67	90.2	2.4e-26	89.9	3.1e-26	inner membrane protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127176_4	K01972	threshold	domain	105.47	935.7	3.5e-282	935.5	3.9e-282	DNA ligase (NAD+) [EC:6.5.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127176_7	K06180	threshold	full	294.67	406.6	3.7e-122	406.5	4.1e-122	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127176_8	K13292	threshold	full	46.83	130.6	1e-38	130.4	1.2e-38	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127216_1	K02520	threshold	full	35.6	188.2	3.6e-56	188.1	3.8e-56	translation initiation factor IF-3
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127216_2	K02916	threshold	domain	20.17	43.0	7.6e-12	42.9	8e-12	large subunit ribosomal protein L35
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127216_3	K02887	threshold	full	44.17	161.0	7.2e-48	160.9	7.8e-48	large subunit ribosomal protein L20
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127216_5	K18843	rescued	full	43.73	36.6	5e-10	36.5	5.2e-10	antitoxin HicB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127216_6	K01889	threshold	full	96.1	291.2	2.6e-87	291.0	3e-87	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_127216_8	K01890	threshold	full	128.93	415.9	6.5e-125	408.1	1.5e-122	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1300790_2	K02014	threshold	domain	156.33	247.1	8.6e-74	246.8	1e-73	iron complex outermembrane recepter protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1300790_5	K03075	threshold	domain	23.67	109.6	3.5e-32	109.4	4e-32	preprotein translocase subunit SecG
