query	seed_ortholog	evalue	score	eggNOG_OGs	tax_ceiling	farthest_donor_lineage	COG_category	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	annotation_confidence
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_571720_2	651661.SAMN05660293_01665	6.37e-11	63.2	PIN_10@2|A-1	Prokaryota	1;131567;2;3379134;1783270;68336;976;768503;768507;563798;246875;305507	COG4634	vapC45	-	-	-	-	-	-	-	-	-	-	-	PIN_10_1_62	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1810868_9	1185652.USDA257_c59990	4.25e-06	53.1	Acetyltransf_1@131567|BUe-23	Prokaryota	1;131567;2;1783272;1239;91061;1385;186822;44249;185978;1736398	COG0456	tsaE	-	-	K06925	-	-	-	-	00001,03016	-	-	-	Acetyltransf_1_44_132	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1943638_6	1817871.A2X43_07500	2.24e-83	281.0	PGM_PMM_III@131567|N-4,PGM_PMM_I@131567|G-3!,PGM_PMM_II@131567|D-3,PGM_PMM_IV@131567|BK-11	Prokaryota	1;131567;2;1783272;1239;91061;1385;186817;182709;2630292;1481930	COG0033	manB	-	-	-	-	-	-	-	-	-	-	-	PGM_PMM_III_263_371,PGM_PMM_II_155_256,PGM_PMM_IV_415_455,PGM_PMM_I_2_135	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1743223_8	463040.CAL15_00225	2.43e-09	57.0	RelE@131567|F-3	Prokaryota	1;131567;2;3379134;1224;28211;356;82115;227290;379;2613769;1132836	COG4737	-	-	-	-	-	-	-	-	-	-	-	-	RelE_1_120	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1764451_10	1692238.AKI40_3089	1.34e-07	52.4	-	Prokaryota	1;131567;2;3379134;1224;1236;91347;543;36866;693444	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_68815_3	118168.MC7420_553	4.02e-43	152.0	Rubrerythrin@131567|Yh-16	Prokaryota	1;131567;2;3379134;1783270;68336;976;200643;1970189;558415;177399;177400;886379	COG1592	rbr	-	-	-	-	-	-	-	-	-	-	-	Rubrerythrin_58_184	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_91164_2	118168.MC7420_553	1.28e-41	148.0	Rubrerythrin@131567|Yh-16	Prokaryota	1;131567;2;3379134;1783270;68336;976;200643;1970189;558415;177399;177400;886379	COG1592	rbr	-	-	-	-	-	-	-	-	-	-	-	Rubrerythrin_58_184	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1510934_1	926566.Terro_1217	1.35e-71	237.0	UNK.CCYW@204434|a-6,UNK.CCYW@204432|P-5,UNK.CCYW@57723|J-4	Prokaryota	1;131567;2;3379134;57723;204432;332160;1962910;911113;360054;1340493	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_855330_3	926566.Terro_1782	2.04e-267	755.0	Glyco_hydro_127@131567|Ag-10	Prokaryota	1;131567;2;3379134;1783270;68336;976;200643;171549;815;816;1133319;1445607	COG3533	-	-	-	K09955	-	-	-	-	00001	-	-	-	Glyco_hydro_127_50_550	---h----h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1810868_27	926566.Terro_2083	5.39e-25	97.8	Ribosomal_S16@131567|A-1	Prokaryota	1;131567;2;3379134;74152;1797919;1797935	COG0228	rpsP	-	-	K02959	03010	-	-	-	00001,01610,03011	-	-	-	Ribosomal_S16_8_66	h--hh---h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1958034_20	926566.Terro_3246	1.46e-124	371.0	GATase@131567|K-4,CTP_synth_N@131567|A-1	Prokaryota	1;131567;2;3379134;1783270;68336;976;200643;1970189;558415;1236988;472113;1236989	COG0504	pyrG	GO:0000287,GO:0003883,GO:0004359,GO:0005515,GO:0005737,GO:0005829,GO:0005886,GO:0006241,GO:0032991,GO:0042802,GO:0051289,GO:0097268	ec:6.3.4.2	K01937	00240,01100,01232,01240	M00052	-	-	00001,01000	-	-	-	CTP_synth_N_4_266,GATase_302_527	hlhhhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_6	926566.Terro_3276	3.85e-102	315.0	MreC@131567|A-1	Prokaryota	1;131567;2;1783272;1239;526524;526525;128827;174708;174709;1050201	COG1792	mreC	GO:0005515,GO:0005886,GO:0008360,GO:0009273,GO:0030428,GO:0045121	-	K03570	-	-	-	-	00001,03036	-	-	-	MreC_132_277	ll-h----h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_869581_1	926566.Terro_3528	6.02e-45	160.0	IMPDH@131567|Ao-8,CBS@131567|Asq-20	Prokaryota	1;131567;2;3379134;203691;203692;136;137;2024958;46356;942938	COG0517	guaB	GO:0003697,GO:0003938,GO:0005515,GO:0005524,GO:0005829,GO:0006177,GO:0006204,GO:0009411,GO:0032991,GO:0042802,GO:0051289,GO:0097216,GO:0097293,GO:1990829	ec:1.1.1.205	K00088	00230,01100,01110,01232	M00050	-	-	00001,01000,04147	-	-	-	CBS_149_205,CBS_96_140,IMPDH_9_493	hlhhhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_940787_10	926566.Terro_4247	1.59e-112	330.0	ABC_tran|ZX71QI@131567	Prokaryota	1;131567;2;3379134;1783257;74201;414999;415001;1674877;1674912	-	lolD	GO:0044874,GO:0089705	-	K09810	02010	-	-	-	00001,02000	-	-	-	ABC_tran_35_178	ll-hh---h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_948641_6	1411123.GCA_000745135_02917	1.42e-08	55.5	PP-binding@131567|bz-12	Prokaryota	1;131567;2;1783272;201174;1760;85007;85025;1817;508464;1223548	-	acpP	-	ec:4.2.1.59	K02078	01100,01110	M00848,M00885,M00886	-	-	00001	-	-	-	PP-binding_11_77	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_797667_2	1123073.GCA_000378125_03113	3.98e-86	307.0	TPR_12@131567|AMk-17,TPR_10@131567|BT-10!,Pkinase|45DQ1I@131567,Pkinase|45DQ1I@2	Prokaryota	1;131567;2;3379134;1224;28211;204457;41297;165695;2611147;407020	COG0515	pknB_7	-	ec:2.7.11.1	K12132	-	-	-	-	00001,01000,01001	-	-	-	Pkinase_90_358,TPR_10_556_593,TPR_10_605_635,TPR_10_806_835,TPR_12_470_544,TPR_12_640_712,TPR_12_724_794	l-hh----h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_365379_2	48.AA314_08466	1.28e-23	94.0	PP-binding@131567|cC-12	Prokaryota	1;131567;2;1783272;201174;1760;85006;85023;110932;2663824;1736426	-	cfa1	GO:0000035,GO:0000036,GO:0005515,GO:0005886,GO:0006637	-	K02078	01100,01110	M00848,M00885,M00886	-	-	00001	-	-	-	PP-binding_20_78	ll-hhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1068467_6	1827136.GCA_001723685_02280	3.94e-10	63.5	Type_ISP_C@131567|A-1,N6_Mtase@131567|De-12	Prokaryota	1;131567;2;3379134;1224;1236;135613;1046;85072;61595	COG0286	drdVRM	-	-	-	-	-	-	-	-	-	-	-	N6_Mtase_158_353,Type_ISP_C_531_870	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_3	1193011.LEP1GSC058_2461	9.37e-07	57.4	CTP_transf_like@131567|b-5	Prokaryota	1;131567;2;1783272;544448;31969;186328;2919614;209274;1399797	COG1057	nadD	GO:0004515,GO:0034355,GO:0034628	ec:2.7.7.18	K00969	00760,01100,01240	M00115,M00912	-	-	00001,01000	-	-	-	CTP_transf_like_11_173	hlllll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_145337_23	1647413.AA650_17175	1.02e-63	207.0	Thioesterase@2|Avq-28,Thioesterase@131567|Se-18	Prokaryota	1;131567;2;3379134;1783270;68336;976;117743;200644;49546;221065;1348245	COG3208	grsT	GO:0002049	-	K15469,K21791,K22713	00333,01100,01110	M00838	-	-	00001,01008	-	-	-	Thioesterase_23_236	ll-lll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_948641_7	1647413.AA650_19335	2.53e-108	341.0	AMP-binding_C@131567|Bpw-25,AMP-binding|HEGWQ4@131567	Prokaryota	1;131567;2;1783272;1239;91061;1385;186822;44249;160799	COG1020	tycC	GO:0017000	ec:6.2.1.53	K21780	00333,01100,01110	M00837,M00838	-	-	00001,01000	-	-	-	AMP-binding_11_433,AMP-binding_C_441_520	llhhhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2104672_6	1797351.A2W90_02390	2.74e-08	58.5	Rieske@131567|cV-15	Prokaryota	1;131567;2;3379134;1783270;1855361;1855365;1633631	COG0723	petC	-	ec:7.1.1.6	K02636	01100	M00162	-	-	00001,00194,01000	-	-	-	Rieske_63_130	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_422710_2	1536652.JT06_02925	5.17e-68	213.0	Nitroreductase@131567|OV-13	Prokaryota	1;131567;2;1783272;1239;186801;186802;31979;1485;2614128;1262770	COG0778	rdxA	-	-	-	-	-	-	-	-	-	-	-	Nitroreductase_9_159	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1673773_4	575540.Isop_1486	3.74e-43	163.0	Lactonase@131567|B-2	Prokaryota	1;131567;2;3379134;1783270;142182;219685;219686;219687;173479;1379270	COG2706	pgl_2	-	ec:3.1.1.31	K07404	00030,01100,01110,01120,01200	M00004,M00006,M00008	-	-	00001,01000	-	-	-	Lactonase_42_398	l-hhhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2052857_3	765909.GCA_000379525_01404	1.23e-132	410.0	N6_Mtase@131567|Ew-13	Prokaryota	1;131567;2;3379134;203691;203692;1643686;143786;29521;2649512;1262760	COG0286	bcgIA	-	ec:2.1.1.72	K00571,K03427	-	-	-	-	00001,01000,02048	-	-	-	N6_Mtase_280_563	l-ll----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1138881_9	1802342.A3I72_10325	0.0	1234.0	ACR_tran@131567|xW-16	Prokaryota	1;131567;2;3379134;1783257;74201;414999;415000;134623;1849551;1548207	COG3696	cusA	-	-	K07787	02020	-	-	-	00001,02000	-	-	-	ACR_tran_6_1029	m--mm---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_25	984262.SGRA_3734	3.21e-98	295.0	ABC_tran|PBE06P@131567	Prokaryota	1;131567;2;1783272;1239;2840488;3071001;3071002;44000;29324;1387569	-	macB_10	-	-	K02003	02010	-	-	-	00001,02000	-	-	-	ABC_tran_28_176	l--hl---h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_385243_2	1736387.ASG60_15750	1.97e-35	124.0	ParE_toxin@131567|UI-14	Prokaryota	1;131567;2;3379134;1224;28211;204458;76892;2052989;1978549	COG3668	parE	-	-	K19092	-	-	-	-	00001,02048	-	-	-	ParE_toxin_5_98	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860512_8	631362.Thi970DRAFT_03244	2.26e-34	127.0	Acetyltransf_7@2|B-2!	Prokaryota	1;131567;2;1783272;1239;91061;1385;186822;44249;185978;1078505	COG0456	kacT	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_7_84_146	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_145337_34	40754.THII_2638	1.61e-131	385.0	Glyco_trans_2_3@2|B-2!,Glycos_transf_2@131567|CGF-26	Prokaryota	1;131567;2;2323;1783234;1783273;1794811;1794840;1805320	COG1216	wbbL	-	ec:1.1.1.426,ec:2.4.1.289	K12990,K16870,K24310	00541,00572,01100,01250,02024	M00888	-	-	00001,01000,01003,01005	-	-	-	Glyco_trans_2_3_164_281,Glycos_transf_2_6_144	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2127156_14	246199.CUS_7643	5.82e-33	133.0	PMI_typeI_cat@131567|A-1	Prokaryota	1;131567;2;1783272;1239;186801;3082720;3120161;1481960;1557;1121324	COG1482	manA	-	ec:5.3.1.8	K01809	00051,00520,00541,01100,01110,01240,01250	M00114	-	-	00001,01000	-	-	-	PMI_typeI_cat_30_132	h-hhhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_792531_8	1801746.A2W56_01840	4.11e-15	75.5	-	Prokaryota	1;131567;2;1783272;1798711;1117;3028117;52604;1890498;102115;102116;111780	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1764451_11	288768.SAMEA3906486_04490	3.75e-33	129.0	Fic@131567|B-2	Prokaryota	1;131567;2;3379134;29547;3031852;213849;72293;209;425400	-	fic_2	GO:0005515,GO:0005524,GO:0018117,GO:0042803,GO:0051302,GO:0070733	ec:2.7.7.108	K04095	-	-	-	-	00001,01000,03036	-	-	-	Fic_54_152	hlmm----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_73231_6	1895841.BGO55_22010	1.16e-34	123.0	Cupin_2@131567|IT-12	Prokaryota	1;131567;2;3379134;1783257;74201;203494;48461;203557;2735;2625155;1396418	COG1917	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2_29_98	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_641979_26	1797197.A2Y75_08755	4.07e-274	774.0	Band_7@131567|B-2	root	1;131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6544;2785011;6545;106218;106219;6566;186466;6573	COG0330	PHB2	GO:0000001,GO:0000122,GO:0000325,GO:0000423,GO:0001541,GO:0001552,GO:0001649,GO:0001850,GO:0001851,GO:0002082,GO:0002639,GO:0003674,GO:0003714,GO:0005488,GO:0005515,GO:0005576,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005739,GO:0005741,GO:0005743,GO:0005769,GO:0005829,GO:0005886,GO:0006355,GO:0006357,GO:0006457,GO:0006508,GO:0006606,GO:0006979,GO:0007005,GO:0007007,GO:0007062,GO:0007165,GO:0007283,GO:0008150,GO:0008285,GO:0008406,GO:0009410,GO:0009505,GO:0009506,GO:0009507,GO:0009536,GO:0009651,GO:0009697,GO:0009723,GO:0009733,GO:0009792,GO:0009941,GO:0009986,GO:0009987,GO:0010628,GO:0010629,GO:0014069,GO:0016020,GO:0016363,GO:0016477,GO:0019899,GO:0020016,GO:0030308,GO:0030331,GO:0030421,GO:0030424,GO:0030544,GO:0031100,GO:0031871,GO:0031966,GO:0032740,GO:0032991,GO:0033147,GO:0033600,GO:0033615,GO:0034097,GO:0034235,GO:0035632,GO:0035902,GO:0039529,GO:0040018,GO:0040029,GO:0042113,GO:0042127,GO:0042177,GO:0042742,GO:0042802,GO:0042803,GO:0042826,GO:0042981,GO:0043051,GO:0043066,GO:0043209,GO:0043434,GO:0043525,GO:0044650,GO:0044830,GO:0044877,GO:0045202,GO:0045271,GO:0045471,GO:0045745,GO:0045861,GO:0045892,GO:0045893,GO:0045917,GO:0046625,GO:0046718,GO:0046982,GO:0048477,GO:0048527,GO:0048661,GO:0048786,GO:0050821,GO:0050847,GO:0051301,GO:0051726,GO:0051782,GO:0051881,GO:0051897,GO:0060187,GO:0060744,GO:0060749,GO:0060762,GO:0060766,GO:0070062,GO:0070129,GO:0070373,GO:0070374,GO:0070382,GO:0071300,GO:0071354,GO:0071456,GO:0071731,GO:0071897,GO:0071944,GO:0072538,GO:0098800,GO:0098891,GO:0098978,GO:0098982,GO:0140374,GO:0140580,GO:1900208,GO:1901224,GO:1904959,GO:2000323	-	K17080,K17081	04137	-	-	-	00001,03029,04147	-	-	-	Band_7_302_513	ll-ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_362571_2	1855321.SAMN05216338_105534	4.04e-89	296.0	DUF4209@131567|A-1	Prokaryota	1;131567;2;3379134;1783270;68336;976;117743;200644;49546;153265;1548749	S	lysS	-	ec:6.1.1.6	K04566	00970	-	-	-	00001,01000,01007,01613,03016	-	-	-	DUF4209_491_580	m-mmm---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_320304_2	1752184.GCA_001464455_01058	8.61e-19	84.7	HTH_3@131567|Kl-18	Prokaryota	1;131567;2;3379134;1224;1236;91347;1903414;583;183417;1354271	COG1396	higA	-	-	K18831	-	-	-	-	00001,02048,03000	-	-	-	HTH_3_83_134	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_18	1752184.GCA_001464455_02339	2.85e-118	360.0	Peptidase_M48@131567|B-2	Prokaryota	1;131567;2;1783272;1239;186801;186802;3085642;580596;501571	COG0501	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M48_185_337	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1146832_8	1797657.A2W37_07005	1.25e-10	61.2	DDE_3@131567|AL-7	Prokaryota	1;131567;2;3379134;1224;1236;118969;444;445;452	COG3415	-	-	-	-	-	-	-	-	-	-	-	-	DDE_3_18_168	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_425955_14	1797657.A2W37_07005	1.25e-10	61.2	DDE_3@131567|AL-7	Prokaryota	1;131567;2;3379134;1224;1236;118969;444;445;452	COG3415	-	-	-	-	-	-	-	-	-	-	-	-	DDE_3_18_168	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_494941_1	1797657.A2W37_07005	1.25e-10	61.2	DDE_3@131567|AL-7	Prokaryota	1;131567;2;3379134;1224;1236;118969;444;445;452	COG3415	-	-	-	-	-	-	-	-	-	-	-	-	DDE_3_18_168	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_145337_31	288000.BBta_1000	2.13e-122	362.0	UNK.HTOF@2|A-1	Prokaryota	1;131567;2;3379134;1224;28211;204457;41297;13687;196159;1736343	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_392638_6	1121429.SAMN02745133_01027	6.44e-36	155.0	GGDEF@131567|gxd-34,GAF_2@2|Xe-18,GAF_2@131567|KP-14,PAS_4@131567|ka-18,PAS_4@2|IEs-31,EAL@131567|EtH-33	Prokaryota	1;131567;2;3379134;1224;28216;206389;75787;551759;551760;76114	COG5001	cph2	GO:0009190,GO:0009214,GO:0052621,GO:0071111	ec:2.1.1.80,ec:2.7.7.65,ec:3.1.1.61,ec:3.1.4.52	K03320,K13069,K13924,K14051,K20962,K20965,K21021,K21084	02020,02024,02030,05111	-	-	-	00001,01000,02000,02022,02035	-	-	-	EAL_659_894,GAF_2_320_456,GGDEF_482_639,PAS_4_192_290,PAS_4_46_147	lllll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2131106_21	497965.Cyan7822_0684	1.93e-07	52.4	ParE_toxin@1117|GIe-34,ParE_toxin@131567|UI-14	Prokaryota	1;131567;2;1783272;1798711;1117;3028117;1161;1182;1203;34078;128403	COG3668	-	-	-	K19092	-	-	-	-	00001,02048	-	-	-	ParE_toxin_4_90	---h----h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_145337_36	497965.Cyan7822_1656	8.05e-144	422.0	Glycos_transf_1@131567|MK-13	Prokaryota	1;131567;2;3379134;1783257;74201;417295;939909	COG0438	capM2_2	-	ec:2.4.1.11,ec:2.4.1.342	K16148,K16150	00500,01100,01110	M00854	-	-	00001,01000,01003	-	-	-	Glycos_transf_1_188_349	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2127156_2	1797180.A3H28_00700	4.19e-31	113.0	PhdYeFM_antitox@131567|DE-8	Prokaryota	1;131567;2;3379134;1224;1236;33811;1798279	COG2161	yefM	GO:0005515,GO:0006355	-	K19159	-	-	-	-	00001,02048	-	-	-	PhdYeFM_antitox_5_74	ll-h----h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_792531_7	1797180.A3H28_11735	6.34e-26	100.0	MazE_antitoxin@131567|c-6	Prokaryota	1;131567;2;68525;28221;122706;1797842	COG2002	-	-	-	K19156	-	-	-	-	00001,02048	-	-	-	MazE_antitoxin_5_44	---l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1894781_1	1797180.A3H28_12390	3.31e-64	246.0	CarboxypepD_reg@131567|C-2,CarboxypepD_reg@57723|CTv-23,CarboxypepD_reg@2|ASd-16,TonB_dep_Rec@131567|Sw-11,TonB_dep_Rec@57723|OIo-26	Prokaryota	1;131567;2;3379134;1224;28211;356;41294;374;630921	COG4771	oar	GO:0009279	-	K02014,K03286,K03832,K06907,K07004,K07114,K08358,K16089,K19611	00920,01100,01120,02020	-	-	-	00001,02000	-	-	-	CarboxypepD_reg_9_90,TonB_dep_Rec_383_662	ll-ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2072787_3	1797180.A3H28_16595	4.4e-73	273.0	CarboxypepD_reg@131567|C-2,CarboxypepD_reg@2|ASd-16,CarboxypepD_reg@57723|CTq-23!	Prokaryota	1;131567;2;3379134;1783270;68336;976;768503;768507;89373;107;1178516	S	htrA_1	-	-	K02014,K03286,K03832,K06907,K07004,K07114,K08358,K19611	00920,01100,01120,02020	-	-	-	00001,02000	-	-	-	CarboxypepD_reg_34_113	l--ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1764451_3	1978549.GCA_002105465_02549	7.71e-32	115.0	BrnA_antitoxin@131567|l-6	Prokaryota	1;131567;2;3379134;1224;28211;356;119045;407;2615210;1101192	COG3514	-	-	-	-	-	-	-	-	-	-	-	-	BrnA_antitoxin_39_94	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_873008_4	1978549.GCA_002105465_02549	6.83e-39	133.0	BrnA_antitoxin@131567|l-6	Prokaryota	1;131567;2;3379134;1224;28211;356;119045;407;2615210;1101192	COG3514	-	-	-	-	-	-	-	-	-	-	-	-	BrnA_antitoxin_39_94	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2127156_12	1123400.GCA_000380185_00321	6.61e-16	77.0	PIN@131567|AD-7	Prokaryota	1;131567;2;1783272;1798711;1117;3028117;3079749;1890438;3081713;47251;2650499;1080068	COG3742	vapC	-	-	K19686	-	-	-	-	00001,02048	-	-	-	PIN_1_109	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1248276_3	28141.CSK29544_03000	1.96e-05	50.4	DNA_methylase@131567|C-2!	Prokaryota	1;131567;2;3379134;1224;28211;204441;41295;41296;1629718	COG0270	dcm	GO:0009007,GO:0009307	ec:2.1.1.37	K00558	00270,01100	M00035	-	-	00001,01000,02048,03000,03032,03036	-	-	-	DNA_methylase_75_221	llhhhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2004386_2	1805714.GCA_900155415_00226	3.19e-144	426.0	AcetylCoA_hydro@131567|A-1,AcetylCoA_hyd_C@131567|B-2	Prokaryota	1;131567;2;1783272;1239;186801;186802;2937909;36853;51616;1121395	COG0427	cat_1	-	-	K18122	00650,01100,01200	-	-	-	00001	-	-	-	AcetylCoA_hyd_C_271_421,AcetylCoA_hydro_6_180	l--mm---m---h
